"filter_key","wh_name","dc_blinkit_internal_city","place_of_supply","item_id","frontend_inv_qty","backend_inv_qty","drr_7_be","drr_7_fe_be","doi_be","doi_fe_be","po_number","po_state","units_ordered","remaining_quantity","total_amount"
surat-10291036,CPC - SURAT1 (HP),surat,surat,"10291036",2,0,0.0,0.0,0.0,0.0,"","",0,0,0.0
lucknow-10291036,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,lucknow,"10291036",67,0,0.5761377979063033,2.3315306034852776,0.0,116.29162371134022,"2940310044047",Scheduled,24,24,18463.2
noida-10176793,CPC-NOIDA2-FRZ(HP),noida,noida,"10176793",15,7,1.3184012759281254,1.0963643735639952,5.309460880999341,16.686877054569358,"","",0,0,0.0
dehradun-10176797,CPC-DHD1-FRZ (HP),dehradun,dehradun,"10176797",68,16,11.051402938618573,8.545684380846437,1.4477799867461898,7.600844930417496,"","",0,0,0.0
mumbai-10216722,MUMBAI M12 - FEEDER WAREHOUSE,mumbai,mumbai,"10216722",129,291,80.14165224913495,73.68269976726144,3.631070633475005,5.240720501922688,"50033210036493",Scheduled,144,144,3744.0
farukhnagar-10176793,FARUKHNAGAR F2 - FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10176793",427,102,65.2608631584422,44.65400729828356,1.5629581814197195,8.105930176186584,"5383910067895",Scheduled,180,180,6804.0
dasna-10325396,DASNA D3 - FEEDER WAREHOUSE,dasna,dasna,"10325396",61,0,28.74503968253968,22.448042606593006,0.0,2.122105263157895,"2576310067486",Scheduled,144,144,12060.0
hyderabad-10315546,HYDERABAD H3 - FEEDER WAREHOUSE,hyderabad,hyderabad,"10315546",297,37,55.42857142857143,55.42857142857143,0.6675257731958762,6.025773195876289,"6769710094450",Scheduled,48,48,1560.0
hyderabad-10292367,HYDERABAD H3 - FEEDER WAREHOUSE,hyderabad,hyderabad,"10292367",576,458,96.71428571428571,96.71428571428571,4.735598227474151,10.69128508124077,"6769710095165",Scheduled,144,144,11095.2
mangalore-10258761,CPC - MANGALORE ATTAVAR(HP),mangalore,mangalore,"10258761",0,0,0.0,0.29521787483570927,0.0,0.0,"","",0,0,0.0
jaipur-10315543,JAIPUR J4 - FEEDER WAREHOUSE,jaipur,jaipur,"10315543",57,31,6.168493968149961,7.56130549838283,5.0255378638714046,14.266042968409149,"","",0,0,0.0
satara-10291036,CPC - SATARA POWAI NAKA(HP),satara,satara,"10291036",1,0,0.0,0.4282403149258673,0.0,0.0,"","",0,0,0.0
goa-10265740,GOA G2 - FEEDER WAREHOUSE,goa,goa,"10265740",241,45,14.557806861943801,15.930051072040785,3.0911249494342767,19.645816345293404,"41315210040107",Scheduled,180,180,6804.0
faridabad-10258187,FARIDABAD - FEEDER WAREHOUSE,faridabad,faridabad,"10258187",12,0,0.09730538922155688,0.0,0.0,123.32307692307694,"","",0,0,0.0
mumbai-10315547,MUMBAI M11 - FEEDER WAREHOUSE,mumbai,mumbai,"10315547",242,85,37.54931815172779,31.74423579748039,2.263689573710377,8.708546948274039,"5625710056845",Scheduled,48,48,1560.0
solapur-10216726,CPC - SOLAPUR KONARK NAGAR(HP),solapur,solapur,"10216726",7,2,1.407727166133679,1.8551455395256844,1.420729846034724,6.393284307156258,"","",0,0,0.0
ludhiana-10216715,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,ludhiana,"10216715",1480,2131,237.40190893159502,261.4873236175504,8.976338941798595,15.210492688331641,"3226810044769",Scheduled,360,360,9360.0
dasna-10176795,SUPER STORE DASNA 2 - WAREHOUSE,dasna,dasna,"10176795",485,140,155.614273015873,139.06985832926233,0.8996604057374588,4.016341097042226,"1724010051605",Scheduled,180,180,6804.0
agra-10325396,CPC-AGRA2,agra,agra,"10325396",6,0,0.0,0.6249504573774909,0.0,0.0,"","",0,0,0.0
gurgaon-10216709,CPC-GGN4,gurgaon,gurgaon,"10216709",24,7,1.5467515112949408,2.6716738969345104,4.525613809899948,20.0420040152712,"","",0,0,0.0
surat-10216726,SURAT S2 - FEEDER WAREHOUSE,surat,surat,"10216726",182,240,70.82627304610071,62.76575742061899,3.388573048927541,5.95824094436426,"51076110004621",Scheduled,72,72,1872.0
delhi-10325396,CPC - DELHI MUNDKA (HP),delhi,delhi,"10325396",8,0,2.6703042328042326,1.6283554222399075,0.0,2.995913312693499,"","",0,0,0.0
ahmedabad-10176795,AHMEDABAD A2 - FEEDER WAREHOUSE,ahmedabad,ahmedabad,"10176795",407,155,125.1403408246551,166.7039440332556,1.2386093803051395,4.490957882138635,"2738110069320",Scheduled,180,180,6804.0
gandhidham-10216715,CPC - GANDHIDHAM GAYATRI KUNJ (HP),gandhidham,gandhidham,"10216715",44,0,4.4108529735432604,4.656942539938564,0.0,9.975394841749752,"","",0,0,0.0
mangalore-10315546,CPC - MANGALORE ATTAVAR(HP),mangalore,mangalore,"10315546",0,0,0.0,0.0,0.0,0.0,"","",0,0,0.0
nagpur-10216715,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,nagpur,"10216715",1092,1281,303.6137130122277,254.0944273353979,4.219177017042076,7.815852506979584,"2549710050594",Scheduled,216,216,5616.0
surat-10249577,SURAT S2 - FEEDER WAREHOUSE,surat,surat,"10249577",16,0,1.5768254442287588,1.421130544437743,0.0,10.146969696969698,"51076110004408",Scheduled,12,12,9231.6
mumbai-10315546,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,mumbai,"10315546",53,323,29.041407078923747,34.403250874239085,11.122050633504296,12.947031078011193,"2273910096790",Scheduled,144,144,4680.0
ahmedabad-10249578,CPC - AHMEDABAD2 (HP),ahmedabad,ahmedabad,"10249578",4,0,0.0,0.0,0.0,0.0,"","",0,0,0.0
farukhnagar-10176795,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10176795",126,657,66.27377777777778,78.0494102868309,9.913423106842995,11.814627538292335,"1735210076934",Scheduled,540,540,20412.0
junagadh-10265737,CPC -  JUNAGADH SONVATIKA(HP),junagadh,junagadh,"10265737",3,0,0.375846121243097,0.200973203572857,0.0,7.981990049751244,"","",0,0,0.0
coimbatore-10249574,COIMBATORE C1 - FEEDER WAREHOUSE,coimbatore,coimbatore,"10249574",47,0,0.9473684210526317,1.7593984962406017,0.0,49.6111111111111,"2883810040701",Scheduled,12,12,24351.6
jaipur-10216715,JAIPUR J3 - FEEDER WAREHOUSE,jaipur,jaipur,"10216715",1259,1087,228.13911768715417,276.7970222175984,4.764636643728046,10.2831992329218,"6478710071282",Scheduled,360,360,9360.0
lucknow-10265737,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,lucknow,"10265737",158,39,5.863199491392314,6.833088921477137,6.651658374792702,33.59940255985032,"","",0,0,0.0
mumbai-10258333,MUMBAI M12 - FEEDER WAREHOUSE,mumbai,mumbai,"10258333",70,0,2.5829596412556053,4.363636363636364,0.0,27.100694444444446,"50033210040195",Scheduled,36,36,6804.0
hyderabad-10216722,HYDERABAD H3 - FEEDER WAREHOUSE,hyderabad,hyderabad,"10216722",481,153,51.857142857142854,51.857142857142854,2.950413223140496,12.225895316804408,"6769710095686",Scheduled,72,72,1872.0
varanasi-10216726,VARANASI V2 - FEEDER WAREHOUSE,varanasi,varanasi,"10216726",423,229,79.36061899078614,88.05757494281916,2.885562170660327,8.215661726072197,"51116810014857",Scheduled,72,72,2340.0
kolkata-10216709,KOLKATA K5 - FEEDER WAREHOUSE,kolkata,kolkata,"10216709",43,0,0.9323308270676691,2.4266144814090023,0.0,46.12096774193549,"","",0,0,0.0
rajpura-10297369,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"10297369",16,0,1.3558486379884136,2.6709834075273164,0.0,11.800727272727274,"","",0,0,0.0
varanasi-10249576,VARANASI V2 - FEEDER WAREHOUSE,varanasi,varanasi,"10249576",79,35,3.6581234248254404,3.4078166896887954,9.567747157593553,31.163519313304715,"","",0,0,0.0
bhuj-10315341,CPC -  BHUJ CITY MALL (HP),bhuj,bhuj,"10315341",1,0,0.3014624449808321,0.620927648125402,0.0,3.3171627731725692,"","",0,0,0.0
indore-10176797,INDORE I2 - FEEDER WAREHOUSE,indore,indore,"10176797",379,278,54.81495857554813,70.19669312838145,5.071608320507065,11.98577937616238,"50993810014973",Scheduled,180,180,6804.0
guwahati-10265737,GUWAHATI G2 - FEEDER WAREHOUSE,guwahati,guwahati,"10265737",48,0,1.181230666764019,2.00973203572857,0.0,40.63558570782452,"51894410003549",Scheduled,36,36,6804.0
farukhnagar-10292367,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10292367",78,206,60.684604514379565,53.419832676237014,3.394600684118937,4.679934923736787,"1735210076132",Scheduled,144,144,11095.2
agra-10176795,CPC-AGRA2,agra,agra,"10176795",96,0,19.624859966391938,11.573922741559365,0.0,4.891754650193805,"","",0,0,0.0
dehradun-10291036,DEHRADUN - FEEDER WAREHOUSE,dehradun,dehradun,"10291036",22,0,0.28806889895315163,1.9984548029873808,0.0,76.37061855670105,"2173110040606",Scheduled,24,24,18463.2
kolkata-10216709,KOLKATA K4 - FEEDER WAREHOUSE,kolkata,kolkata,"10216709",109,0,9.323308270676693,9.775789767961982,0.0,11.691129032258063,"2135610069660",Scheduled,72,72,1872.0
gurgaon-10315341,CPC-GGN4,gurgaon,gurgaon,"10315341",53,0,6.313324682332687,2.2925367424363183,0.0,8.394942865573837,"","",0,0,0.0
faridabad-10216722,FARIDABAD - FEEDER WAREHOUSE,faridabad,faridabad,"10216722",20,0,0.6140462791016353,2.3267681289167412,0.0,32.570834936514046,"","",0,0,0.0
farukhnagar-10315546,FARUKHNAGAR F2 - FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10315546",262,22,87.35315501473234,76.73051366499105,0.2518512353250394,3.2511704923777813,"5383910068267",Scheduled,96,96,3120.0
goa-10315341,GOA G2 - FEEDER WAREHOUSE,goa,goa,"10315341",56,6,2.8940394718159883,7.416635797053414,2.0732267332328553,21.42334291007284,"41315210039472",Scheduled,48,48,1560.0
gurgaon-10176793,CPC - GURGAON3 (HP),gurgaon,gurgaon,"10176793",31,1,0.7383047145197501,2.626706311663739,1.354454306377383,43.34253780407626,"","",0,0,0.0
mumbai-10252336,MUMBAI M12 - FEEDER WAREHOUSE,mumbai,mumbai,"10252336",57,12,15.043583535108958,15.571428571428571,0.797682279092226,4.586673104780299,"50033210034102",Scheduled,24,24,48703.2
gurgaon-10297369,SUPER STORE GURGAON G7 ECOM - WAREHOUSE,gurgaon,gurgaon,"10297369",2,0,0.34296028880866425,0.145609809502956,0.0,5.831578947368421,"","",0,0,0.0
ranchi-10315586,RANCHI R1 - FEEDER WAREHOUSE,ranchi,ranchi,"10315586",20,29,0.0,0.0,0.0,0.0,"","",0,0,0.0
guwahati-10176793,GUWAHATI G2 - FEEDER WAREHOUSE,guwahati,guwahati,"10176793",404,129,21.22875234041771,21.10307139604311,6.076664230256959,25.107457633542317,"","",0,0,0.0
mumbai-10297369,MUMBAI M12 - FEEDER WAREHOUSE,mumbai,mumbai,"10297369",83,2,8.857142857142858,8.857142857142858,0.22580645161290322,9.596774193548386,"50033210036493",Scheduled,20,20,20986.0
surat-10176797,SURAT S2 - FEEDER WAREHOUSE,surat,surat,"10176797",288,456,74.59696983567538,73.24872326439804,6.112848832928355,9.973595464251527,"51076110004846",Scheduled,180,180,6804.0
kolkata-10260300,KOLKATA K6 - FEEDER WAREHOUSE,kolkata,kolkata,"10260300",61,34,3.2764227642276422,1.6207792207792209,10.377171215880894,28.995037220843674,"","",0,0,0.0
gurgaon-10315543,CPC - GURGAON1 (HP),gurgaon,gurgaon,"10315543",3,0,0.48727467564774773,0.16670376432078562,0.0,6.156691800188501,"","",0,0,0.0
dehradun-10315543,DEHRADUN - FEEDER WAREHOUSE,dehradun,dehradun,"10315543",140,151,9.689049062167255,11.161927164279417,15.584604746157018,30.03390715981253,"","",0,0,0.0
nellore-10315547,CPC - NELLORE RAMALINGA PURAM (HP),nellore,nellore,"10315547",1,2,0.1691572989725854,0.19478515407499328,11.82331482086464,17.73497223129696,"","",0,0,0.0
lucknow-10216722,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,lucknow,"10216722",206,0,23.973412232655196,39.807386348501396,0.0,8.592852698682531,"2940310044047",Scheduled,144,144,3744.0
rajpura-10176793,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"10176793",255,36,47.29674714983386,24.72074077822193,0.7611517106230097,6.152642994202661,"43886010069381",Scheduled,180,180,6804.0
bhopal-10315341,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"10315341",91,0,8.397882395894609,16.558070616677387,0.0,10.83606505903039,"27828910033803",Scheduled,48,48,1560.0
bhubaneswar-10265737,BHUBANESWAR B1 - FEEDER WAREHOUSE,bhubaneswar,bhubaneswar,"10265737",24,0,0.1073846060694563,3.732359494924487,0.0,223.4957213930348,"5407610027371",Scheduled,36,36,6804.0
solapur-10216726,CPC - SOLAPUR MURARJI PETH(HP),solapur,solapur,"10216726",0,4,0.0,2.296846858460371,0.0,0.0,"","",0,0,0.0
bengaluru-10325396,BENGALURU B5 - FEEDER WAREHOUSE,bengaluru,bengaluru,"10325396",101,0,43.801749271137034,36.277628032345014,0.0,2.305843982960596,"49990010071488",Scheduled,288,288,24120.0
kolkata-10216726,KOLKATA K6 - FEEDER WAREHOUSE,kolkata,kolkata,"10216726",223,77,37.80896522832007,31.852852375655488,2.0365540166204985,7.934626038781163,"48287510056293",Scheduled,72,72,1872.0
noida-10252336,NOIDA N1 - FEEDER WAREHOUSE,noida,noida,"10252336",16,0,1.5591574250278892,2.9946827366182207,0.0,10.26195286195286,"2867410094569",Scheduled,96,96,194812.8
noida-10249578,CPC-NOIDA2-FRZ(HP),noida,noida,"10249578",2,0,0.0,0.4985791785068458,0.0,0.0,"","",0,0,0.0
bengaluru-10176794,BENGALURU B5 - FEEDER WAREHOUSE,bengaluru,bengaluru,"10176794",363,247,40.97414512093411,47.23489932885906,6.028191662595669,14.887436899527765,"49990010073868",Scheduled,180,180,6804.0
nellore-10249578,CPC - NELLORE RAMALINGA PURAM (HP),nellore,nellore,"10249578",0,2,0.0,0.16189877397044952,0.0,0.0,"","",0,0,0.0
"",FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10298083",0,0,0.0,0.0,0.0,0.0,"1735210075935",Scheduled,20,20,20986.0
delhi-10258187,CPC - DELHI4 (HP),delhi,delhi,"10258187",110,3,1.1676646706586826,0.7553260167850225,2.5692307692307694,96.77435897435898,"","",0,0,0.0
kolkata-10216726,KOLKATA K5 - FEEDER WAREHOUSE,kolkata,kolkata,"10216726",158,86,22.287390029325515,17.6624821229938,3.8586842105263157,10.947894736842105,"27845210027233",Scheduled,72,72,1872.0
kundli-10216709,KUNDLI - FEEDER WAREHOUSE,kundli,kundli,"10216709",85,31,27.712631244034355,27.396801415837526,1.1186234799221135,4.185816892611779,"2011710093998",Scheduled,72,72,1872.0
hyderabad-10216726,HYDERABAD H3 - FEEDER WAREHOUSE,hyderabad,hyderabad,"10216726",845,233,160.28571428571428,160.28571428571428,1.4536541889483066,6.7254901960784315,"6769710095686",Scheduled,216,216,5616.0
lucknow-10265740,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,lucknow,"10265740",287,45,23.862796814938804,23.622131807761413,1.8857806295290875,13.91287042230349,"2940310044047",Scheduled,180,180,6804.0
gurgaon-10258761,CPC - GURGAON3 (HP),gurgaon,gurgaon,"10258761",21,0,0.5590817015530047,0.19493885458287932,0.0,37.56159420289855,"","",0,0,0.0
mumbai-10176794,MUMBAI M12 - FEEDER WAREHOUSE,mumbai,mumbai,"10176794",73,3,1.142161635832522,11.040000000000001,2.626598465473146,66.54049445865303,"50033210036493",Scheduled,180,180,6804.0
chennai-10258333,CPC-CHN3,chennai,chennai,"10258333",11,0,0.07223113964686997,0.0,0.0,152.28888888888892,"","",0,0,0.0
bhuj-10291036,CPC -  BHUJ CITY MALL (HP),bhuj,bhuj,"10291036",0,0,0.0,0.14274677164195576,0.0,0.0,"","",0,0,0.0
indore-10216715,INDORE I2 - FEEDER WAREHOUSE,indore,indore,"10216715",698,428,78.08843412421031,79.55610172395046,5.480965328606892,14.41954897198916,"50993810014973",Scheduled,72,72,1872.0
gurgaon-10176795,CPC - GURGAON1 (HP),gurgaon,gurgaon,"10176795",7,0,0.0,1.182566822527741,0.0,0.0,"","",0,0,0.0
surat-10176795,CPC - SURAT1 (HP),surat,surat,"10176795",2,4,0.16991220750122887,1.5344215755855215,23.54156925405769,35.31235388108654,"","",0,0,0.0
varanasi-10216726,VARANASI V2 - FEEDER WAREHOUSE,varanasi,varanasi,"10216726",423,229,79.36061899078614,88.05757494281916,2.885562170660327,8.215661726072197,"51116810014516",Scheduled,216,216,7020.0
farukhnagar-10216726,FARUKHNAGAR F2 - FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10216726",1557,823,208.43584521384923,231.36001798123212,3.948457133923512,11.418381505149403,"5383910067675",Scheduled,432,432,11232.0
chennai-10258187,CPC-CHN3,chennai,chennai,"10258187",7,0,0.0,0.08710801393728222,0.0,0.0,"","",0,0,0.0
lucknow-10252336,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,lucknow,"10252336",59,1,0.6338293858729827,5.394321766561515,1.57771164021164,94.6626984126984,"2940310043312",Scheduled,84,84,170461.2
lucknow-10249574,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,lucknow,"10249574",27,8,2.155365963179165,2.8854314002828847,3.711666666666666,16.238541666666663,"","",0,0,0.0
patna-10176797,PATNA P1 - FEEDER WAREHOUSE,patna,patna,"10176797",295,97,42.363711264704534,51.07063760934419,2.2896955225170714,9.253202523986516,"3292010040430",Scheduled,180,180,6804.0
gurgaon-10176795,CPC - GURGAON (HP),gurgaon,gurgaon,"10176795",91,12,11.475978835978836,5.203294019122061,1.0456624372971377,8.975269253467099,"","",0,0,0.0
patna-10216722,PATNA P1 - FEEDER WAREHOUSE,patna,patna,"10216722",119,0,23.04626369327074,18.444561219127692,0.0,5.163526790450928,"3292010041159",Scheduled,72,72,1872.0
indore-10176795,INDORE I2 - FEEDER WAREHOUSE,indore,indore,"10176795",401,304,40.371140502291986,51.62232586434148,7.5301315795807415,17.46296961711981,"50993810015362",Scheduled,180,180,6804.0
nagpur-10265791,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,nagpur,"10265791",0,0,0.0,0.0,0.0,0.0,"","",0,0,0.0
guwahati-10258333,GUWAHATI G1 - FEEDER WAREHOUSE,guwahati,guwahati,"10258333",38,9,2.1914566411849017,2.8177490835476284,4.1068574348492595,21.446922159768356,"","",0,0,0.0
patna-10176795,PATNA P1 - FEEDER WAREHOUSE,patna,patna,"10176795",357,155,48.085154722847776,52.38953665213424,3.223448086907192,10.647776906428918,"3292010041159",Scheduled,180,180,6804.0
mumbai-10315547,MUMBAI M12 - FEEDER WAREHOUSE,mumbai,mumbai,"10315547",44,0,30.41970078114656,31.914903731875444,0.0,1.446431058495822,"50033210039849",Scheduled,48,48,1560.0
bengaluru-10216726,BENGALURU B3 - FEEDER WAREHOUSE,bengaluru,bengaluru,"10216726",350,30,185.45679862306366,127.2885379627693,0.16176274055595155,2.0489947137087197,"1736010087559",Scheduled,216,216,5616.0
indore-10260300,INDORE I2 - FEEDER WAREHOUSE,indore,indore,"10260300",71,0,3.538533619534306,4.762454077675144,0.0,20.064808656345072,"50993810015362",Scheduled,36,36,6804.0
pune-10291036,PUNE P3 - FEEDER WAREHOUSE,pune,pune,"10291036",59,1,0.48064085447263016,3.428571428571429,2.0805555555555557,124.83333333333334,"43886110067829",Scheduled,72,72,55389.6
jamnagar-10249574,CPC - JAMNAGAR KHODIYAR COLONY (HP),jamnagar,jamnagar,"10249574",1,0,0.7543780871127077,0.594059405940594,0.0,1.325595238095238,"","",0,0,0.0
bidar-10265737,CPC - BIDAR DEVI NAGAR (HP),bidar,bidar,"10265737",2,0,0.30067689699447764,0.200973203572857,0.0,6.651658374792703,"","",0,0,0.0
morbi-10199527,CPC - MORBI SANALA ROAD(HP),morbi,morbi,"10199527",3,0,0.4470281906185953,0.34793426570620223,0.0,6.71098615916955,"","",0,0,0.0
chennai-10216715,CHENNAI C5 - FEEDER WAREHOUSE,chennai,chennai,"10216715",679,552,66.82380720883394,80.21636177918099,8.260529039821408,18.4215783478626,"8525210065192",Scheduled,144,144,3744.0
bidar-10199527,CPC - BIDAR DEVI NAGAR (HP),bidar,bidar,"10199527",9,0,0.0,0.2982293706053162,0.0,0.0,"","",0,0,0.0
kolkata-10315586,KOLKATA K4 - FEEDER WAREHOUSE,kolkata,kolkata,"10315586",108,62,0.9063568010936431,0.9285714285714286,68.40573152337859,187.56410256410257,"","",0,0,0.0
jaipur-10297369,JAIPUR J3 - FEEDER WAREHOUSE,jaipur,jaipur,"10297369",57,0,1.2202637741895723,3.642250101173613,0.0,46.71121212121212,"6478710071282",Scheduled,20,20,20986.0
surat-10216722,SURAT S2 - FEEDER WAREHOUSE,surat,surat,"10216722",97,113,24.9535406885759,27.369348905802383,4.528415482606565,8.415639392454679,"51076110004846",Scheduled,72,72,1872.0
dasna-10260300,DASNA D3 - FEEDER WAREHOUSE,dasna,dasna,"10260300",49,41,0.9412819363514119,2.045097011012061,43.55761904761905,95.61428571428571,"2576310067807",Scheduled,72,72,13608.0
guwahati-10315546,GUWAHATI G2 - FEEDER WAREHOUSE,guwahati,guwahati,"10315546",25,0,3.093278567221878,7.446831715563312,0.0,8.082039640695177,"51894410004218",Scheduled,48,48,1560.0
solapur-10265737,CPC - SOLAPUR KARNIK NAGAR (HP),solapur,solapur,"10265737",3,0,0.12528204041436566,0.0,0.0,23.945970149253732,"","",0,0,0.0
bengaluru-10315547,BENGALURU B3 - FEEDER WAREHOUSE,bengaluru,bengaluru,"10315547",178,44,26.724666337123086,25.752255947497947,1.6464190588931635,8.306932524415506,"1736010088491",Scheduled,96,96,3120.0
coimbatore-10298083,CPC - COIMBATORE1 (HP),coimbatore,coimbatore,"10298083",1,0,0.0,0.0,0.0,0.0,"","",0,0,0.0
farukhnagar-10216722,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10216722",92,277,75.45400677600895,66.61204757641642,3.671110545822913,4.890396358876011,"1735210075435",Scheduled,72,72,1872.0
guwahati-10315543,GUWAHATI G1 - FEEDER WAREHOUSE,guwahati,guwahati,"10315543",38,22,2.4573675157670576,3.240559499306927,8.952669822011863,24.41637224185054,"","",0,0,0.0
goa-10216715,GOA G2 - FEEDER WAREHOUSE,goa,goa,"10216715",453,327,54.69457687193642,54.13695702678581,5.978654899655736,14.261011687252216,"41315210040395",Scheduled,72,72,1872.0
nagpur-10315547,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,nagpur,"10315547",231,246,53.9188890475116,47.23539986318587,4.562408542639532,8.84662144243519,"2549710050594",Scheduled,48,48,1560.0
bhubaneswar-10249578,BHUBANESWAR B1 - FEEDER WAREHOUSE,bhubaneswar,bhubaneswar,"10249578",32,0,1.173556988566681,1.110163021511654,0.0,27.267529665587922,"5407610027371",Scheduled,24,24,18463.2
farukhnagar-10176794,FARUKHNAGAR F2 - FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10176794",428,111,31.138220261238047,32.079615648593,3.564750941728571,17.30991673506036,"5383910069593",Scheduled,180,180,6804.0
farukhnagar-10216709,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10216709",62,33,15.209723194400251,14.864222044762911,2.1696647321069973,6.246004531823173,"1735210075753",Scheduled,72,72,1872.0
farukhnagar-10249578,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10249578",5,0,0.8691363319573259,1.1633514165159737,0.0,5.7528374043918085,"1735210072912",Scheduled,24,24,18463.2
noida-10324645,NOIDA N1 - FEEDER WAREHOUSE,noida,noida,"10324645",13,0,0.0,2.2114285714285713,0.0,0.0,"2867410094569",Scheduled,144,144,12060.0
rajpura-10252336,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"10252336",36,0,9.507440788094739,12.255520504731866,0.0,3.786507936507937,"43886010069091",Scheduled,12,12,24351.6
bengaluru-10216709,BENGALURU B4 - FEEDER WAREHOUSE,bengaluru,bengaluru,"10216709",0,1,0.0,0.0,0.0,0.0,"","",0,0,0.0
kolkata-10265737,KOLKATA K6 - FEEDER WAREHOUSE,kolkata,kolkata,"10265737",50,0,3.548387096774193,1.9277108433734937,0.0,14.090909090909093,"","",0,0,0.0
noida-10216709,CPC-NOIDA2-FRZ(HP),noida,noida,"10216709",14,5,0.5155838370983137,1.0200936697386311,9.69774387835703,36.85142673775672,"","",0,0,0.0
noida-10176794,CPC-NOIDA2,noida,noida,"10176794",42,2,3.2277423441527247,1.82566918325326,0.6196281446141871,13.631819181512117,"","",0,0,0.0
indore-10265791,INDORE I2 - FEEDER WAREHOUSE,indore,indore,"10265791",94,101,3.5436507936507944,1.9894179894179898,28.501679731242994,55.02799552071667,"50993810000359",Partially Scheduled,180,180,6804.0
mumbai-10260300,MUMBAI M12 - FEEDER WAREHOUSE,mumbai,mumbai,"10260300",65,36,7.572802197802198,8.612312030075188,4.753854525666606,13.337202974786868,"50033210039849",Scheduled,36,36,6804.0
morbi-10216715,CPC - MORBI SANALA ROAD(HP),morbi,morbi,"10216715",21,34,5.39104252321954,5.239060357430884,6.306757895816993,10.20210836088043,"","",0,0,0.0
kolkata-10216722,KOLKATA K4 - FEEDER WAREHOUSE,kolkata,kolkata,"10216722",1,0,0.0,0.4310344827586208,0.0,0.0,"2135610070403",Scheduled,144,144,3744.0
ranchi-10216726,RANCHI R2 - FEEDER WAREHOUSE,ranchi,ranchi,"10216726",345,109,46.63096237817811,53.3869660819058,2.3375026900797726,9.736020378864373,"51024410014953",Scheduled,72,72,1872.0
morbi-10265737,CPC - MORBI SANALA ROAD(HP),morbi,morbi,"10265737",1,0,0.0,0.0,0.0,0.0,"","",0,0,0.0
gurgaon-10199527,CPC - GURGAON3 (HP),gurgaon,gurgaon,"10199527",42,1,0.0,2.5662779160972686,0.0,0.0,"","",0,0,0.0
mumbai-10265791,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,mumbai,"10265791",2,0,0.0,0.03571428571428571,0.0,0.0,"","",0,0,0.0
pune-10249576,PUNE P3 - FEEDER WAREHOUSE,pune,pune,"10249576",47,20,5.333333333333333,5.25,3.75,12.5625,"43886110063916",Scheduled,12,12,23511.6
mumbai-10298083,MUMBAI M12 - FEEDER WAREHOUSE,mumbai,mumbai,"10298083",89,1,5.52,5.772151898734178,0.1811594202898551,16.304347826086957,"50033210038659",Scheduled,20,20,20986.0
bengaluru-10292367,BENGALURU B3 - FEEDER WAREHOUSE,bengaluru,bengaluru,"10292367",345,39,82.30439421083355,90.34410844629824,0.4738507630600665,4.665607513206809,"1736010088344",Scheduled,144,144,11095.2
nagpur-10258187,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,nagpur,"10258187",93,2,1.8737370644785993,1.6384737920048549,1.0673856209150325,50.700816993464045,"","",0,0,0.0
farukhnagar-10176794,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,farukhnagar,"10176794",46,65,35.568454851251595,35.60054907343857,1.827462010138817,3.12074281731398,"1735210076132",Scheduled,180,180,6804.0
dehradun-10199527,CPC-DDN1,dehradun,dehradun,"10199527",13,14,0.0,4.523145454180629,0.0,0.0,"","",0,0,0.0
noida-10176793,NOIDA N1 - FEEDER WAREHOUSE,noida,noida,"10176793",172,10,5.537285358898127,9.18205162859846,1.8059390751698439,32.868091168091155,"","",0,0,0.0
