"filter_key","dc_blinkit_warehouse_id","wh_name","dc_blinkit_internal_city","place_of_supply","variant_id","item_id","frontend_inv_qty","backend_inv_qty","drr_7_be","drr_7_fe_be","doi_be","doi_fe_be"
pune-10258333,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"708261","10258333",3,0,0.0,0.0,0.0,0.0
pune-10265740,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"719412","10265740",7,0,0.9115106895087072,0.34620441547756364,0.0,7.679558869214043
pune-10265740,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"719412","10265740",7,0,0.9115106895087072,0.34620441547756364,0.0,7.679558869214043
pune-10216726,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"650010","10216726",8,5,1.0674526276703142,4.862399919880265,4.6840486129228625,12.178526393599443
pune-10216726,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"650010","10216726",8,5,1.0674526276703142,4.862399919880265,4.6840486129228625,12.178526393599443
pune-10216709,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"649981","10216709",7,0,0.0,0.6295443372059927,0.0,0.0
pune-10216709,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"649981","10216709",7,0,0.0,0.6295443372059927,0.0,0.0
pune-10292367,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"759656","10292367",15,15,0.6993801821839174,2.0673687845303865,21.447562258856543,42.895124517713086
pune-10292367,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"759656","10292367",15,15,0.6993801821839174,2.0673687845303865,21.447562258856543,42.895124517713086
pune-10291036,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"757418","10291036",2,0,0.0,0.2812048742178197,0.0,0.0
pune-10291036,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"757418","10291036",2,0,0.0,0.2812048742178197,0.0,0.0
pune-10315547,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"796934","10315547",1,0,0.0,0.6534734571773722,0.0,0.0
pune-10315547,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"796934","10315547",1,0,0.0,0.6534734571773722,0.0,0.0
pune-10315543,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"796930","10315543",4,1,0.18473982908956493,0.4326085849585011,5.413017890772127,27.065089453860637
pune-10315543,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"796930","10315543",4,1,0.18473982908956493,0.4326085849585011,5.413017890772127,27.065089453860637
pune-10315341,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"796627","10315341",1,0,0.0,0.15249009662188825,0.0,0.0
pune-10315341,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"796627","10315341",1,0,0.0,0.15249009662188825,0.0,0.0
pune-10315546,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"796933","10315546",3,0,0.0,0.7976580667606613,0.0,0.0
pune-10315546,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"796933","10315546",3,0,0.0,0.7976580667606613,0.0,0.0
pune-10315586,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"796973","10315586",2,0,0.0,0.0,0.0,0.0
pune-10315586,1756425987,CC-DTS-CHITEGAON1,aurangabad,pune,"796973","10315586",2,0,0.0,0.0,0.0,0.0
chennai-10325396,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"1368466","10325396",3,0,2.049095069690035,0.5136227349758832,0.0,1.464060913705584
chennai-10325396,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"1368466","10325396",3,0,2.049095069690035,0.5136227349758832,0.0,1.464060913705584
chennai-10176793,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"581438","10176793",0,0,0.0,0.4374674091113823,0.0,0.0
chennai-10176793,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"581438","10176793",0,0,0.0,0.4374674091113823,0.0,0.0
chennai-10258761,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"708957","10258761",1,0,0.0,0.14742992436175048,0.0,0.0
chennai-10258761,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"708957","10258761",1,0,0.0,0.14742992436175048,0.0,0.0
chennai-10176795,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"581440","10176795",9,0,0.8451655391813546,0.9218753829859422,0.0,10.648801427371959
chennai-10176795,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"581440","10176795",9,0,0.8451655391813546,0.9218753829859422,0.0,10.648801427371959
chennai-10249576,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"696715","10249576",2,0,0.0,0.0,0.0,0.0
chennai-10249576,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"696715","10249576",2,0,0.0,0.0,0.0,0.0
chennai-10265737,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"719409","10265737",1,0,0.0,0.0,0.0,0.0
chennai-10265737,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"719409","10265737",1,0,0.0,0.0,0.0,0.0
chennai-10249578,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"696717","10249578",1,0,0.0,0.13789538157236697,0.0,0.0
chennai-10249578,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"696717","10249578",1,0,0.0,0.13789538157236697,0.0,0.0
chennai-10176794,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"581439","10176794",0,0,0.0,0.28179854702532886,0.0,0.0
chennai-10176794,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"581439","10176794",0,0,0.0,0.28179854702532886,0.0,0.0
chennai-10216715,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"649989","10216715",0,0,0.0,2.188722900697564,0.0,0.0
chennai-10216715,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"649989","10216715",0,0,0.0,2.188722900697564,0.0,0.0
chennai-10252336,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"700334","10252336",2,0,0.0,0.0,0.0,0.0
chennai-10252336,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"700334","10252336",2,0,0.0,0.0,0.0,0.0
chennai-10199527,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"624551","10199527",4,0,0.4560761797574979,0.18164054292557882,0.0,8.770464623096203
chennai-10199527,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"624551","10199527",4,0,0.4560761797574979,0.18164054292557882,0.0,8.770464623096203
chennai-10216722,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"650002","10216722",0,0,0.7559418341785301,0.8298010757736314,0.0,0.0
chennai-10216722,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"650002","10216722",0,0,0.7559418341785301,0.8298010757736314,0.0,0.0
chennai-10260300,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"711067","10260300",2,0,0.0,0.14889102741662358,0.0,0.0
chennai-10260300,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"711067","10260300",2,0,0.0,0.14889102741662358,0.0,0.0
chennai-10249574,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"696713","10249574",0,0,0.6229302783495928,1.3494910324769753,0.0,0.0
chennai-10249574,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"696713","10249574",0,0,0.6229302783495928,1.3494910324769753,0.0,0.0
chennai-10249577,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"696716","10249577",2,0,0.08872683399486965,0.0,0.0,22.541095066185317
chennai-10249577,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"696716","10249577",2,0,0.08872683399486965,0.0,0.0,22.541095066185317
chennai-10176797,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"581442","10176797",0,13,0.38059434488419325,2.0190855009507858,34.157102370913115,34.157102370913115
chennai-10176797,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"581442","10176797",0,13,0.38059434488419325,2.0190855009507858,34.157102370913115,34.157102370913115
chennai-10258333,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"708261","10258333",0,0,0.0,0.0,0.0,0.0
chennai-10258333,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"708261","10258333",0,0,0.0,0.0,0.0,0.0
chennai-10265740,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"719412","10265740",3,0,0.0,0.14837332091895586,0.0,0.0
chennai-10265740,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"719412","10265740",3,0,0.0,0.14837332091895586,0.0,0.0
chennai-10216726,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"650010","10216726",0,0,0.0,1.0967819368150975,0.0,0.0
chennai-10216726,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"650010","10216726",0,0,0.0,1.0967819368150975,0.0,0.0
chennai-10216709,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"649981","10216709",0,0,0.0,0.26980471594542543,0.0,0.0
chennai-10216709,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"649981","10216709",0,0,0.0,0.26980471594542543,0.0,0.0
chennai-10292367,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"759656","10292367",0,9,0.7770890913154638,1.7720303867403315,11.581683619782533,11.581683619782533
chennai-10292367,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"759656","10292367",0,9,0.7770890913154638,1.7720303867403315,11.581683619782533,11.581683619782533
chennai-10291036,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"757418","10291036",1,0,0.0,0.0,0.0,0.0
chennai-10291036,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"757418","10291036",1,0,0.0,0.0,0.0,0.0
chennai-10315547,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"796934","10315547",0,0,0.0,0.7001501326900416,0.0,0.0
chennai-10315547,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"796934","10315547",0,0,0.0,0.7001501326900416,0.0,0.0
chennai-10315543,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"796930","10315543",2,0,0.0,0.1545030660566075,0.0,0.0
chennai-10315543,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"796930","10315543",2,0,0.0,0.1545030660566075,0.0,0.0
chennai-10315341,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"796627","10315341",0,0,0.41124619581500227,0.7116204509021452,0.0,0.0
chennai-10315341,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"796627","10315341",0,0,0.41124619581500227,0.7116204509021452,0.0,0.0
chennai-10315546,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"796933","10315546",0,0,0.0,0.41022414861976864,0.0,0.0
chennai-10315546,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"796933","10315546",0,0,0.0,0.41022414861976864,0.0,0.0
chennai-10315586,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"796973","10315586",2,0,0.0,0.0,0.0,0.0
chennai-10315586,1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,chennai,"796973","10315586",2,0,0.0,0.0,0.0,0.0
rajpura-10325396,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"1368466","10325396",18,1,0.0,7.704341024638249,0.0,0.0
rajpura-10325396,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"1368466","10325396",18,1,0.0,7.704341024638249,0.0,0.0
rajpura-10176793,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"581438","10176793",238,6,47.31492912811245,28.921456491252503,0.12680986975070968,5.156934703195527
rajpura-10176793,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"581438","10176793",238,6,47.31492912811245,28.921456491252503,0.12680986975070968,5.156934703195527
rajpura-10258761,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"708957","10258761",151,40,8.93382655158241,9.907290917109632,4.477364740522635,21.37941663599558
rajpura-10258761,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"708957","10258761",151,40,8.93382655158241,9.907290917109632,4.477364740522635,21.37941663599558
rajpura-10176795,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"581440","10176795",578,636,209.53062325537752,181.6555442173799,3.03535583543241,5.793902490904003
rajpura-10176795,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"581440","10176795",578,636,209.53062325537752,181.6555442173799,3.03535583543241,5.793902490904003
rajpura-10249576,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"696715","10249576",44,1,1.7527448180788734,10.443495005415818,0.5705337078651685,25.674016853932585
rajpura-10249576,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"696715","10249576",44,1,1.7527448180788734,10.443495005415818,0.5705337078651685,25.674016853932585
rajpura-10258187,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"708073","10258187",97,0,0.6378169229202728,3.3053664714263102,0.0,152.08125798212006
rajpura-10258187,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"708073","10258187",97,0,0.6378169229202728,3.3053664714263102,0.0,152.08125798212006
rajpura-10265737,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"719409","10265737",175,123,23.45626238681848,5.529907151288781,5.243802186878728,12.70449635520212
rajpura-10265737,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"719409","10265737",175,123,23.45626238681848,5.529907151288781,5.243802186878728,12.70449635520212
rajpura-10324645,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"1365580","10324645",4,0,12.0,8.567088607594936,0.0,0.3333333333333333
rajpura-10324645,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"1365580","10324645",4,0,12.0,8.567088607594936,0.0,0.3333333333333333
rajpura-10249578,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"696717","10249578",69,0,5.55117275310684,6.756873697045982,0.0,12.429805929095357
rajpura-10249578,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"696717","10249578",69,0,5.55117275310684,6.756873697045982,0.0,12.429805929095357
rajpura-10176794,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"581439","10176794",319,211,50.68819374369324,28.99707048890634,4.1627050485746135,10.456083771301163
rajpura-10176794,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"581439","10176794",319,211,50.68819374369324,28.99707048890634,4.1627050485746135,10.456083771301163
rajpura-10216715,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"649989","10216715",435,1636,329.3372026229399,234.6037359185202,4.9675529729724035,6.288387657106264
rajpura-10216715,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"649989","10216715",435,1636,329.3372026229399,234.6037359185202,4.9675529729724035,6.288387657106264
rajpura-10252336,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"700334","10252336",34,0,7.642595276664678,10.922628495570114,0.0,4.448750557786702
rajpura-10252336,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"700334","10252336",34,0,7.642595276664678,10.922628495570114,0.0,4.448750557786702
rajpura-10199527,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"624551","10199527",467,92,59.44192876172723,44.86521410261797,1.547729051134624,9.404136299828856
rajpura-10199527,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"624551","10199527",467,92,59.44192876172723,44.86521410261797,1.547729051134624,9.404136299828856
rajpura-10216722,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"650002","10216722",148,457,18.89854585446325,109.53374200211935,24.18175469791877,32.013045059608
rajpura-10216722,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"650002","10216722",148,457,18.89854585446325,109.53374200211935,24.18175469791877,32.013045059608
rajpura-10260300,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"711067","10260300",136,4,15.651537655758977,8.546344973714195,0.2555659442526531,8.944808048842859
rajpura-10260300,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"711067","10260300",136,4,15.651537655758977,8.546344973714195,0.2555659442526531,8.944808048842859
rajpura-10249574,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"696713","10249574",34,1,10.174527879710016,15.262100962537223,0.09828465869106262,3.4399630541871917
rajpura-10249574,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"696713","10249574",34,1,10.174527879710016,15.262100962537223,0.09828465869106262,3.4399630541871917
rajpura-10249577,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"696716","10249577",123,1,11.283095723014258,10.538719649132078,0.08862815884476534,10.989891696750902
rajpura-10249577,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"696716","10249577",123,1,11.283095723014258,10.538719649132078,0.08862815884476534,10.989891696750902
rajpura-10176797,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"581442","10176797",510,618,173.265575508529,89.84930479230998,3.5667789068093274,6.510237227962656
rajpura-10176797,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"581442","10176797",510,618,173.265575508529,89.84930479230998,3.5667789068093274,6.510237227962656
rajpura-10258333,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"708261","10258333",161,15,7.536698668318364,3.3933070866141737,1.99026134122288,23.352399737015126
rajpura-10258333,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"708261","10258333",161,15,7.536698668318364,3.3933070866141737,1.99026134122288,23.352399737015126
rajpura-10265740,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"719412","10265740",393,32,56.9694180942942,67.50986101812492,0.5617048772910843,7.460142901522214
rajpura-10265740,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"719412","10265740",393,32,56.9694180942942,67.50986101812492,0.5617048772910843,7.460142901522214
rajpura-10216726,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"650010","10216726",1146,649,352.03698116710575,115.80189282872738,1.8435563157267592,5.098896127472315
rajpura-10216726,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"650010","10216726",1146,649,352.03698116710575,115.80189282872738,1.8435563157267592,5.098896127472315
rajpura-10216709,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"649981","10216709",21,249,0.0,7.554532046471913,0.0,0.0
rajpura-10216709,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"649981","10216709",21,249,0.0,7.554532046471913,0.0,0.0
rajpura-10292367,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"759656","10292367",311,265,76.65206796735735,79.38696132596685,3.457180047808384,7.514474368066526
rajpura-10292367,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"759656","10292367",311,265,76.65206796735735,79.38696132596685,3.457180047808384,7.514474368066526
rajpura-10291036,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"757418","10291036",36,1,6.763137852246763,3.9368682390494762,0.14786036036036035,5.470833333333333
rajpura-10291036,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"757418","10291036",36,1,6.763137852246763,3.9368682390494762,0.14786036036036035,5.470833333333333
rajpura-10315547,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"796934","10315547",437,127,63.14785906034322,43.91341632231941,2.011152901931965,8.931419186532507
rajpura-10315547,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"796934","10315547",437,127,63.14785906034322,43.91341632231941,2.011152901931965,8.931419186532507
rajpura-10315543,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"796930","10315543",277,177,51.49622735871622,31.90488314068945,3.437144992526158,8.816179811338282
rajpura-10315543,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"796930","10315543",277,177,51.49622735871622,31.90488314068945,3.437144992526158,8.816179811338282
rajpura-10315341,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"796627","10315341",383,285,94.38100193954301,44.03151539957024,3.0196755082401063,7.07769557720839
rajpura-10315341,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"796627","10315341",383,285,94.38100193954301,44.03151539957024,3.0196755082401063,7.07769557720839
rajpura-10298083,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"767792","10298083",2,0,0.0,0.4297266076241817,0.0,0.0
rajpura-10298083,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"767792","10298083",2,0,0.0,0.4297266076241817,0.0,0.0
rajpura-10297369,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"766912","10297369",14,0,1.5944336037793978,2.601809954751131,0.0,8.780547504025767
rajpura-10297369,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"766912","10297369",14,0,1.5944336037793978,2.601809954751131,0.0,8.780547504025767
rajpura-10315546,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"796933","10315546",438,53,102.82338606148959,61.06870159119623,0.5154469428608914,4.775178281975428
rajpura-10315546,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"796933","10315546",438,53,102.82338606148959,61.06870159119623,0.5154469428608914,4.775178281975428
rajpura-10315586,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"796973","10315586",143,10,4.542897564590562,5.472288252220694,2.2012382753123494,33.678945612278945
rajpura-10315586,1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,rajpura,"796973","10315586",143,10,4.542897564590562,5.472288252220694,2.2012382753123494,33.678945612278945
bhopal-10176793,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"581438","10176793",249,22,24.238015841701774,17.52300010940593,0.9076650557406089,11.180783186622953
bhopal-10176793,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"581438","10176793",249,22,24.238015841701774,17.52300010940593,0.9076650557406089,11.180783186622953
bhopal-10258761,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"708957","10258761",57,0,0.4350889554342083,4.717757579576015,0.0,131.00769230769228
bhopal-10258761,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"708957","10258761",57,0,0.4350889554342083,4.717757579576015,0.0,131.00769230769228
bhopal-10176795,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"581440","10176795",576,72,89.23539484523137,76.4695630186839,0.806854725357307,7.261692528215763
bhopal-10176795,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"581440","10176795",576,72,89.23539484523137,76.4695630186839,0.806854725357307,7.261692528215763
bhopal-10249576,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"696715","10249576",80,12,5.47732755649648,4.498736310025274,2.190849438202247,16.79651235955056
bhopal-10249576,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"696715","10249576",80,12,5.47732755649648,4.498736310025274,2.190849438202247,16.79651235955056
bhopal-10258187,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"708073","10258187",83,8,0.8504225638936971,0.35414640765281896,9.407088122605366,107.00562739463602
bhopal-10258187,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"708073","10258187",83,8,0.8504225638936971,0.35414640765281896,9.407088122605366,107.00562739463602
bhopal-10265737,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"719409","10265737",102,5,7.193253798624333,9.996370619637412,0.695095729968018,14.875048621315587
bhopal-10265737,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"719409","10265737",102,5,7.193253798624333,9.996370619637412,0.695095729968018,14.875048621315587
bhopal-10249578,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"696717","10249578",73,5,3.9899054162955423,2.895803013019706,1.2531625385351335,19.54933560114808
bhopal-10249578,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"696717","10249578",73,5,3.9899054162955423,2.895803013019706,1.2531625385351335,19.54933560114808
bhopal-10176794,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"581439","10176794",214,1,6.119299043504214,13.66722953072845,0.1634174098848012,35.134743125232255
bhopal-10176794,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"581439","10176794",214,1,6.119299043504214,13.66722953072845,0.1634174098848012,35.134743125232255
bhopal-10216715,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"649989","10216715",532,34,82.71001973032448,132.14414512961545,0.41107474174056297,6.843185406622313
bhopal-10216715,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"649989","10216715",532,34,82.71001973032448,132.14414512961545,0.41107474174056297,6.843185406622313
bhopal-10252336,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"700334","10252336",40,0,1.4860601926847983,6.4673458197454625,0.0,26.91681009753299
bhopal-10252336,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"700334","10252336",40,0,1.4860601926847983,6.4673458197454625,0.0,26.91681009753299
bhopal-10199527,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"624551","10199527",309,40,25.84431685292488,28.51756523931588,1.5477290511346242,13.503935971149595
bhopal-10199527,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"624551","10199527",309,40,25.84431685292488,28.51756523931588,1.5477290511346242,13.503935971149595
bhopal-10216722,2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,bhopal,"650002","10216722",257,38,24.794892161055788,30.038798943005457,1.532573715310804,11.897611737281242
