dc_blinkit_warehouse_id,warehouse,dc_blinkit_internal_city,latitude,longitude
372241602,SS UDAIPUR PRATAP NAGAR ES8,udaipur,24.578721,73.6862571
3190168455,SS UDUPI UB SQUARE ES1,udupi,13.5269784,74.8731879
40580914,SS UP-NCR ADITYA WORLD CITY ES159,delhi,28.6138954,77.2090057
3327234491,SS UP-NCR GR NOIDA TIGRI ES178,noida,28.5706333,77.3272147
3819226376,SS UP-NCR RAJ NAGAR EXTN ES196,delhi,28.6138954,77.2090057
3909484542,SS UP-NCR RAJENDRA NAGAR ES182,delhi,28.6138954,77.2090057
120945170,SS UPNCR AHINSA KHAND 2 ES137,delhi,28.6138954,77.2090057
2396832412,SS UPNCR CROSSING REPUBLIC ES218,delhi,28.6138954,77.2090057
255881415,SS UPNCR GOVINDPURAM ES117,delhi,28.6138954,77.2090057
2058452836,SS UPNCR INDIRAPURAM PC - WAREHOUSE,indirapuram,28.6380466,77.3644168
4098577747,SS UPNCR NEW GAUR CITY 1 ES112,delhi,28.6138954,77.2090057
2008691765,SS UPNCR PATEL NAGAR ES99,delhi,28.6138954,77.2090057
3142020877,SS UPNCR RAJ NAGAR EXTN ES133,delhi,28.6138954,77.2090057
928479630,SS VIJAYAWADA BENZCIRCLE ES7,vijayawada,16.5115306,80.6160469
3136705064,SS VIJAYAWADA BHAVANIPURAM ES15,vijayawada,16.5115306,80.6160469
1604912299,SS VIJAYAWADA CURRENCY NAGAR ES2,vijayawada,16.5115306,80.6160469
4055802764,SS VIJAYAWADA GOVERNERPET ES8,vijayawada,16.5115306,80.6160469
2415850250,SS VIJAYAWADA KANURU ES4,vijayawada,16.5115306,80.6160469
129522090,SS VIJAYAWADA MANGALAGIRI ES27,vijayawada,16.5115306,80.6160469
4255231921,SS VIJAYAWADA PATAMATA ES23,vijayawada,16.5115306,80.6160469
1594897338,SS VIJAYAWADA SINGH NAGAR ES17,vijayawada,16.5115306,80.6160469
2063791135,SS VIJAYAWADA TADEPALLI ES5,vijayawada,16.5115306,80.6160469
960342070,SS WARANGAL HANAMKONDA ES1,hyderabad,17.360589,78.4740613
3123828591,SS WARANGAL KARIMNAGAR ES2,hyderabad,17.360589,78.4740613
3977845305,SS WARANGAL SHERPURA ES3,hyderabad,17.360589,78.4740613
1692230311,SUPER STORE AHMEDABAD - WAREHOUSE,ahmedabad,23.0215374,72.5800568
3601327809,SUPER STORE BAMNOLI F&V CPC - WAREHOUSE,bamnoli,28.5441341,77.0315979
3015988493,SUPER STORE BENGALURU - WAREHOUSE,bengaluru,12.9767936,77.590082
1075265029,SUPER STORE BENGALURU BELLANDUR PC - WAREHOUSE,bengaluru,12.9767936,77.590082
2789368878,SUPER STORE BENGALURU F&V CPC - WAREHOUSE,bengaluru,12.9767936,77.590082
4271256579,SUPER STORE BENGALURU INDIRANAGAR ES27,bengaluru,12.9767936,77.590082
3570245448,SUPER STORE BENGALURU KAMAKSHIPALYA ES15 PR,bengaluru,12.9767936,77.590082
4032454613,SUPER STORE BENGALURU KANAKPURA ES4,bengaluru,12.9767936,77.590082
2649461395,SUPER STORE BUDHPUR CPC F&V - WAREHOUSE,budhpur,28.7836683,77.1385885
2946725515,SUPER STORE DASNA 2 - WAREHOUSE,dasna,28.693684,77.5446152
945130652,SUPER STORE DELHI JHILMIL PC3 - WAREHOUSE,delhi,28.6138954,77.2090057
21858133,SUPER STORE DELHI MOHAN GARDEN PC - WAREHOUSE,budhpur,28.7836683,77.1385885
180908068,SUPER STORE GURGAON G7 ECOM - WAREHOUSE,gurgaon,28.4646148,77.0299194
3717295098,SUPER STORE HYDERABAD F&V CPC - WAREHOUSE,hyderabad,17.360589,78.4740613
251477998,SUPER STORE HYDERABAD FILM NAGAR ES8,hyderabad,17.360589,78.4740613
3239329402,SUPER STORE HYDERABAD H2 - WAREHOUSE,hyderabad,17.360589,78.4740613
1471757942,SUPER STORE HYDERABAD HIMAYATNAGAR ES32,hyderabad,17.360589,78.4740613
3130642289,SUPER STORE HYDERABAD KOMPALLY ES27,hyderabad,17.360589,78.4740613
212661140,SUPER STORE HYDERABAD LANCO HILLS ES22,hyderabad,17.360589,78.4740613
1597017313,SUPER STORE HYDERABAD NALAGANDLA ES3,hyderabad,17.360589,78.4740613
2920412713,SUPER STORE HYDERABAD SHAIKPET ES11,hyderabad,17.360589,78.4740613
1661077231,SUPER STORE JAIPUR F&V CPC - WAREHOUSE,jaipur,26.9154576,75.8189817
1453052476,SUPER STORE JAIPUR J2 - WAREHOUSE,jaipur,26.9154576,75.8189817
4234018578,SUPER STORE KOLKATA K3 HOLISOL - WAREHOUSE,kolkata,22.5726459,88.3638953
243886658,SUPER STORE LUCKNOW F&V CPC - WAREHOUSE,lucknow,26.8381,80.9346001
3313838791,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,26.8381,80.9346001
834300978,SUPER STORE NOIDA F&V CPC - WAREHOUSE,noida,28.5706333,77.3272147
3577826355,SUPER STORE PUNE F&V CPC - WAREHOUSE,pune,18.5213738,73.8545071
850280514,SUPER STORE UP NOIDA PC4 - WAREHOUSE,noida,28.5706333,77.3272147
1634564982,SUPER STORE UPNCR GYANI BORDER ES11,delhi,28.6138954,77.2090057
1103461181,SURAT S1 - FEEDER,surat,21.2094892,72.8317058
2468542667,SURAT S1 - FEEDER WAREHOUSE,surat,21.2094892,72.8317058
2868928596,SURAT S2 - FEEDER WAREHOUSE,surat,21.2094892,72.8317058
1933223560,UDAIPUR DELHI GATE CIRLCE ES11,udaipur,24.578721,73.6862571
2871355429,VARANASI V1 - FEEDER,varanasi,25.3356491,83.0076292
2580011593,VARANASI V1 - FEEDER WAREHOUSE,varanasi,25.3356491,83.0076292
4181953234,VARANASI V2 - FEEDER WAREHOUSE,varanasi,25.3356491,83.0076292
730786636,VARANASI V2VARANASI V2 - FEEDER WAREHOUSE - FEEDER WAREHOUSE,varanasi,25.3356491,83.0076292
1014910730,VIJAYAWADA - FEEDER WAREHOUSE,vijayawada,16.5115306,80.6160469
3738407000,VISAKHAPATNAM V1 - FEEDER,visakhapatnam,17.6935526,83.2921297
378104010,VISAKHAPATNAM V1 - FEEDER WAREHOUSE,visakhapatnam,17.6935526,83.2921297
