"filter_key","po_number","dc_blinkit_internal_city","wh_name","place_of_supply","po_state","item_id","units_ordered","remaining_quantity","total_amount","create_dt","appointment_ts","expiry_ts"
indore-10216722,"50993810000359",indore,INDORE I2 - FEEDER WAREHOUSE,indore,Partially Scheduled,"10216722",216,216,5616.0,"2026-05-04","2026-05-14","2026-05-18"
indore-10265791,"50993810000359",indore,INDORE I2 - FEEDER WAREHOUSE,indore,Partially Scheduled,"10265791",180,180,6804.0,"2026-05-04","2026-05-14","2026-05-18"
indore-10249574,"50993810000789",indore,INDORE I2 - FEEDER WAREHOUSE,indore,Partially Scheduled,"10249574",12,12,24351.6,"2026-05-06","2026-05-16","2026-05-16"
indore-10249576,"50993810000789",indore,INDORE I2 - FEEDER WAREHOUSE,indore,Partially Scheduled,"10249576",12,12,23511.6,"2026-05-06","2026-05-16","2026-05-16"
pune-10216709,"1723710058323",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10216709",144,144,3744.0,"2026-08-12","2026-08-18","2026-08-22"
pune-10216715,"1723710058323",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10216715",72,72,1872.0,"2026-08-12","2026-08-18","2026-08-22"
pune-10252336,"1723710058323",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10252336",24,24,48703.2,"2026-08-12","2026-08-18","2026-08-22"
pune-10258333,"1723710058323",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10258333",36,36,6804.0,"2026-08-12","2026-08-18","2026-08-22"
pune-10265737,"1723710058323",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10265737",36,36,6804.0,"2026-08-12","2026-08-18","2026-08-22"
pune-10291036,"1723710058323",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10291036",24,24,18463.2,"2026-08-12","2026-08-18","2026-08-22"
pune-10292367,"1723710058323",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10292367",144,144,11095.2,"2026-08-12","2026-08-18","2026-08-22"
pune-10315341,"1723710058323",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10315341",96,96,3120.0,"2026-08-12","2026-08-18","2026-08-22"
pune-10315547,"1723710058323",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10315547",48,48,1560.0,"2026-08-12","2026-08-18","2026-08-22"
pune-10176795,"1723710058529",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10176795",180,180,6804.0,"2026-08-13","2026-08-20","2026-08-23"
pune-10176797,"1723710058529",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10176797",180,180,6804.0,"2026-08-13","2026-08-20","2026-08-23"
pune-10216715,"1723710058529",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10216715",144,144,3744.0,"2026-08-13","2026-08-20","2026-08-23"
pune-10216722,"1723710058529",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10216722",72,72,1872.0,"2026-08-13","2026-08-20","2026-08-23"
pune-10216726,"1723710058529",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10216726",72,72,1872.0,"2026-08-13","2026-08-20","2026-08-23"
pune-10249574,"1723710058529",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10249574",12,12,24351.6,"2026-08-13","2026-08-20","2026-08-23"
pune-10291036,"1723710058529",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10291036",48,48,36926.4,"2026-08-13","2026-08-20","2026-08-23"
pune-10315341,"1723710058529",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10315341",240,240,7800.0,"2026-08-13","2026-08-20","2026-08-23"
pune-10315543,"1723710058529",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10315543",48,48,1560.0,"2026-08-13","2026-08-20","2026-08-23"
pune-10315546,"1723710058529",pune,PUNE P2 - FEEDER WAREHOUSE,pune,Scheduled,"10315546",48,48,1560.0,"2026-08-13","2026-08-20","2026-08-23"
dasna-10216715,"1724010050564",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216715",216,216,5616.0,"2026-08-12","2026-08-18","2026-08-19"
dasna-10216726,"1724010050564",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216726",144,144,3744.0,"2026-08-12","2026-08-18","2026-08-19"
dasna-10258333,"1724010050564",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10258333",36,36,6804.0,"2026-08-12","2026-08-18","2026-08-19"
dasna-10265737,"1724010050564",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10265737",36,36,6804.0,"2026-08-12","2026-08-18","2026-08-19"
dasna-10315341,"1724010050564",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10315341",48,48,1560.0,"2026-08-12","2026-08-18","2026-08-19"
dasna-10176795,"1724010051254",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10176795",180,180,6804.0,"2026-08-13","2026-08-18","2026-08-20"
dasna-10176797,"1724010051254",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10176797",180,180,6804.0,"2026-08-13","2026-08-18","2026-08-20"
dasna-10216715,"1724010051254",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216715",360,360,9360.0,"2026-08-13","2026-08-18","2026-08-20"
dasna-10216722,"1724010051254",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216722",72,72,1872.0,"2026-08-13","2026-08-18","2026-08-20"
dasna-10216726,"1724010051254",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216726",144,144,3744.0,"2026-08-13","2026-08-18","2026-08-20"
dasna-10292367,"1724010051254",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10292367",144,144,11095.2,"2026-08-13","2026-08-18","2026-08-20"
dasna-10315546,"1724010051254",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10315546",144,144,4680.0,"2026-08-13","2026-08-18","2026-08-20"
dasna-10315547,"1724010051254",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10315547",96,96,3120.0,"2026-08-13","2026-08-18","2026-08-20"
dasna-10176795,"1724010051605",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10176795",180,180,6804.0,"2026-08-14","2026-08-19","2026-08-21"
dasna-10176797,"1724010051605",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10176797",180,180,6804.0,"2026-08-14","2026-08-19","2026-08-21"
dasna-10199527,"1724010051605",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10199527",180,180,6804.0,"2026-08-14","2026-08-19","2026-08-21"
dasna-10216715,"1724010051605",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216715",288,288,7488.0,"2026-08-14","2026-08-19","2026-08-21"
dasna-10216722,"1724010051605",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216722",72,72,1872.0,"2026-08-14","2026-08-19","2026-08-21"
dasna-10260300,"1724010051605",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10260300",36,36,6804.0,"2026-08-14","2026-08-19","2026-08-21"
dasna-10265740,"1724010051605",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10265740",180,180,6804.0,"2026-08-14","2026-08-19","2026-08-21"
dasna-10291036,"1724010051605",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10291036",72,72,55389.6,"2026-08-14","2026-08-19","2026-08-21"
dasna-10315546,"1724010051605",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10315546",96,96,3120.0,"2026-08-14","2026-08-19","2026-08-21"
dasna-10315547,"1724010051605",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10315547",192,192,6240.0,"2026-08-14","2026-08-19","2026-08-21"
dasna-10176793,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10176793",180,180,6804.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10176795,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10176795",360,360,13608.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10176797,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10176797",360,360,13608.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10216709,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216709",216,216,5616.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10216715,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216715",648,648,16848.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10216722,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216722",144,144,3744.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10216726,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10216726",288,288,7488.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10258761,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10258761",36,36,6804.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10265737,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10265737",36,36,6804.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10291036,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10291036",24,24,18463.2,"2026-08-15","2026-08-20","2026-08-22"
dasna-10292367,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10292367",144,144,11095.2,"2026-08-15","2026-08-20","2026-08-22"
dasna-10315341,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10315341",96,96,3120.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10315543,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10315543",96,96,3120.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10315546,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10315546",192,192,6240.0,"2026-08-15","2026-08-20","2026-08-22"
dasna-10315547,"1724010051917",dasna,SUPER STORE DASNA 2 - WAREHOUSE,dasna,Scheduled,"10315547",144,144,4680.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10249577,"1735210072912",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10249577",96,96,73852.8,"2026-08-03","2026-08-20","2026-08-23"
farukhnagar-10249578,"1735210072912",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10249578",24,24,18463.2,"2026-08-03","2026-08-20","2026-08-23"
farukhnagar-10291036,"1735210072912",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10291036",24,24,18463.2,"2026-08-03","2026-08-20","2026-08-23"
farukhnagar-10291038,"1735210072912",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10291038",50,50,4830.0,"2026-08-03","2026-08-20","2026-08-23"
farukhnagar-10298083,"1735210072912",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10298083",20,20,20986.0,"2026-08-03","2026-08-20","2026-08-23"
farukhnagar-10249577,"1735210073345",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10249577",48,48,36926.4,"2026-08-04","2026-08-18","2026-08-20"
farukhnagar-10265737,"1735210073345",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10265737",72,72,13608.0,"2026-08-04","2026-08-18","2026-08-20"
farukhnagar-10176795,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10176795",180,180,6804.0,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10176797,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10176797",180,180,6804.0,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10216709,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216709",72,72,1872.0,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10216715,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216715",432,432,11232.0,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10216722,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216722",72,72,1872.0,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10216726,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216726",72,72,1872.0,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10292367,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10292367",144,144,11095.2,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10315341,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315341",48,48,1560.0,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10315543,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315543",48,48,1560.0,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10315546,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315546",48,48,1560.0,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10315547,"1735210075753",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315547",48,48,1560.0,"2026-08-12","2026-08-19","2026-08-19"
farukhnagar-10249577,"1735210075935",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10249577",18,18,13847.4,"2026-08-12","2026-08-18","2026-08-18"
farukhnagar-10249578,"1735210075935",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10249578",24,24,18463.2,"2026-08-12","2026-08-18","2026-08-18"
farukhnagar-10298083,"1735210075935",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10298083",20,20,20986.0,"2026-08-12","2026-08-18","2026-08-18"
farukhnagar-10176794,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10176794",180,180,6804.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10176795,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10176795",360,360,13608.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10176797,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10176797",360,360,13608.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10216709,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216709",72,72,1872.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10216715,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216715",432,432,11232.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10216722,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216722",288,288,7488.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10265737,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10265737",108,108,20412.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10265740,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10265740",180,180,6804.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10292367,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10292367",144,144,11095.2,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10315341,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315341",48,48,1560.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10315546,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315546",48,48,1560.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10315547,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315547",48,48,1560.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10324645,"1735210076132",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10324645",288,288,24120.0,"2026-08-13","2026-08-19","2026-08-20"
farukhnagar-10249577,"1735210076297",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10249577",12,12,9231.6,"2026-08-13","2026-08-19","2026-08-19"
farukhnagar-10249578,"1735210076297",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10249578",48,48,36926.4,"2026-08-13","2026-08-19","2026-08-19"
farukhnagar-10291036,"1735210076297",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10291036",24,24,18463.2,"2026-08-13","2026-08-19","2026-08-19"
farukhnagar-10297369,"1735210076297",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10297369",20,20,20986.0,"2026-08-13","2026-08-19","2026-08-19"
farukhnagar-10176795,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10176795",360,360,13608.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10176797,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10176797",900,900,34020.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10199527,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10199527",180,180,6804.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10216709,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216709",72,72,1872.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10216715,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216715",648,648,16848.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10216722,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216722",72,72,1872.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10216726,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216726",1584,1584,41184.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10258333,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10258333",72,72,13608.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10260300,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10260300",36,36,6804.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10315341,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315341",288,288,9360.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10315543,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315543",288,288,9360.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10315546,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315546",432,432,14040.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10315547,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315547",384,384,12480.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10324645,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10324645",144,144,12060.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10325396,"1735210076510",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10325396",144,144,12060.0,"2026-08-14","2026-08-20","2026-08-21"
farukhnagar-10249577,"1735210076678",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10249577",72,72,55389.6,"2026-08-14","2026-08-18","2026-08-20"
farukhnagar-10249577,"1735210076921",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10249577",48,48,36926.4,"2026-08-15","2026-08-19","2026-08-21"
farukhnagar-10291036,"1735210076921",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10291036",120,120,92316.0,"2026-08-15","2026-08-19","2026-08-21"
farukhnagar-10297369,"1735210076921",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10297369",40,40,41972.0,"2026-08-15","2026-08-19","2026-08-21"
farukhnagar-10176793,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10176793",180,180,6804.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10176795,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10176795",540,540,20412.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10176797,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10176797",540,540,20412.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10216709,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216709",144,144,3744.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10216715,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216715",1008,1008,26208.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10216722,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216722",216,216,5616.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10216726,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10216726",792,792,20592.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10258761,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10258761",36,36,6804.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10260300,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10260300",36,36,6804.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10265737,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10265737",36,36,6804.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10292367,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10292367",432,432,33285.6,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10315341,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315341",192,192,6240.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10315543,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315543",96,96,3120.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10315546,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315546",288,288,9360.0,"2026-08-15","2026-08-20","2026-08-22"
farukhnagar-10315547,"1735210076934",farukhnagar,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,Scheduled,"10315547",288,288,9360.0,"2026-08-15","2026-08-20","2026-08-22"
lucknow-10176797,"1735810060912",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10176797",180,180,6804.0,"2026-08-10","2026-08-18","2026-08-20"
lucknow-10216709,"1735810060912",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10216709",144,144,3744.0,"2026-08-10","2026-08-18","2026-08-20"
lucknow-10216715,"1735810060912",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10216715",360,360,9360.0,"2026-08-10","2026-08-18","2026-08-20"
lucknow-10216722,"1735810060912",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10216722",72,72,1872.0,"2026-08-10","2026-08-18","2026-08-20"
lucknow-10216726,"1735810060912",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10216726",144,144,3744.0,"2026-08-10","2026-08-18","2026-08-20"
lucknow-10249574,"1735810060912",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10249574",36,36,73054.8,"2026-08-10","2026-08-18","2026-08-20"
lucknow-10252336,"1735810060912",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10252336",12,12,24351.6,"2026-08-10","2026-08-18","2026-08-20"
lucknow-10265737,"1735810060912",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10265737",36,36,6804.0,"2026-08-10","2026-08-18","2026-08-20"
lucknow-10265740,"1735810060912",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10265740",180,180,6804.0,"2026-08-10","2026-08-18","2026-08-20"
lucknow-10176795,"1735810061288",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10176795",180,180,6804.0,"2026-08-11","2026-08-19","2026-08-21"
lucknow-10216715,"1735810061288",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10216715",144,144,3744.0,"2026-08-11","2026-08-19","2026-08-21"
lucknow-10216722,"1735810061288",lucknow,SUPER STORE LUCKNOW L4 - WAREHOUSE,lucknow,Scheduled,"10216722",72,72,1872.0,"2026-08-11","2026-08-19","2026-08-21"
